vehicle_id,trip_idx,depot_id,center_cell_linear,center_row,center_col,center_customer_id,trip_km,member_cells,load_w,load_v
V0064,8,D001_2,584414,222,1886,C002027,25.572000,104432 72972 25709 49295 191016 253946 204077 311658 335351 343207 432439 120064 521532 534709 534702 529355 571449 657991 676358 660511 584414 266903 130447 755012 760214 403323 623735 634223 825837 857285 345570 954372 335055 980867 626313 991191 657800 1004198 1014675 1040910 306166 746998 920174 180185 534424 668247 153936 382220 589503 1067300 27964 1072506 1090932 1095981 1103919 1069680 271964 773144 1111907 1132850 1135261 1143450 468735 471359 757374 46269 203700 607794 72498 773104 337487 235111,832.879996,8.677000
V0064,9,D001_2,6319492,2408,900,C003518,24.178000,6904506 6878307 6796914 6694597 6636834 6602671 6602756 6513591 6510995 6510825 6665825 6776055 6358816 6660617 6490062 6314168 6277317 6319492 6694735 6802342 6211964 6366780 6161878 6162099 6154018 6138398 6671178 6127725 6912552 6088560 6088661 6387829 6847031 6820795 6062353 6862785 6056868 6616130 6217287 6372104 6025628 6608270 6014934 6104482 5967886 5954554 5954597 5876016 6492840 6246186 5821006 6380018 5794846 6206841 6781498 6159612 5729220 5663312 5285426 5225759,832.930004,7.758000
V0064,10,D001_2,5838916,2225,516,C003898,23.272000,6864989 6760032 6760041 6691793 6657718 6746864 6799326 6786168 6738894 6458190 6618168 6413520 6311316 6300686 6245751 6242899 6232585 6216708 6182562 6012054 6004258 5975426 5935918 5862646 5838916 5757818 5752471 5673767 5663435 5660383 5618414 5595073 5636682 5552877 5536980 5529108 5510812 5466290 5463742 5434822 5432161 5363991 5355991 5389991 5345733 5335279 5335394 5437218 5282885 5261776 5258831 5578883 5224752 5225061 5206464 5159342 5153872 5164281 5222548 5125070 5217305 5111979 4999477,832.850000,7.600000
V0064,11,D001_2,3694802,1408,210,C003872,18.102000,3537298 3508447 3550434 3581945 3545151 3694802 3434918 3419162 3316888 3655470 3605615 3676470 3561021 3802362 3841630 3624035 3568939 3889016 3272356 3269689 3902180 3904714 3902202 3511227 3928260 3946714 3988780 3668680 4022736 4041259 4046436 4064828 3345959 4012151 4148763 3983615 4201176 2994273 2833920,417.230002,5.221000
V0086,1,D001_3,195714,74,1538,C004327,30.966000,25183 195714 631151 646825,52.640001,0.243000
V0086,2,D001_3,290258,110,1618,C001075,30.570000,124953 287643 290258 765120 673054,54.750000,0.232000
V0086,3,D001_3,3076598,1172,1270,C000098,8.454000,3076598 2961099 2885272,40.989999,0.240000
V0127,1,D001_1,748069,285,229,C000945,36.194000,333263 288694 464539 123372 118180 99776 47357 535353 42113 540690 320281 288796 569486 629778 139256 175999 15940 241604 118310 661335 674631 695555 695445 304689 745411 748069 761002 776902 315207 782022 330958 805702 821632 304730 834638 866071 876500 889708 1015766 1031452 887246 1062918 341485 496312 1149593 1178460 1055237 1183650 392 84361 653770 1217720 1254449 850586 1304219 202480 546224 1330699 1330624 918840 1340970 1340935 527874 1351812 1375447 1281052,736.870004,8.101000
V0127,2,D001_1,6308297,2404,201,C000218,32.100000,6846078 6848687 6874918 6890624 6654538 6630874 6898629 6622976 6623070 6554913 6415812 6657268 6617910 6510328 6358084 6331902 6331741 6308297 6305646 6276736 6268844 6247908 6240019 6226786 6197889 6505153 6142973 6150681 6111497 6400209 6200808 5972297 5967039 6880387 6660028 5885951 6877846 5843909 5843686 5833468 6500004 6880490 5809536 5804554 5783585 5783400 5759706 5754666 6203501 6266484 6812278 6591868 5859778 5815173 5741653 5786443 6258796,736.910001,6.937000
V0127,3,D001_1,619046,235,2406,C001595,31.154000,7839 10442 110115 173073 191469 220346 202006 39206 275384 191385 309521 136259 383084 430209 367151 511525 372346 304120 579700 590355 613920 619046 681997 705804 713502 781699 868304 871033 288338 374926 768521 309319 519239 928885 487745 944602 996993 997042 343403 1012863 1025863 222680 660878 705485 781579 209545 196418 67841 540159 351227 1001977 136043 742184 1125509 1133346 1051803 1114749 1230603 1272352 1282778 185823 589916 248794 975633 175312 962504 1377497 1209147 539991,736.940003,9.366000
V0127,4,D001_1,543830,207,662,C003600,31.802000,296990 257641 362586 202553 186772 407196 457026 485962 84515 252468 218357 373173 320701 116029 512273 548917 593548 638144 402121 622543 543830 648730 656628 661822 66261 312938 61004 672429 310320 34786 257850 732552 735219 737923 365441 711823 777287 486160 787880 137173 278874 95197 861263 200179 940102 981978 1021208 1031868 1057996 1081819 389164 1086977 1118513 234363 617469 1142249 69062 648967 1165699 620108 683084 1039956 730334 134705 1176313,736.969999,7.950000
V0127,5,D001_1,1941877,740,117,C003182,32.560000,1508917 1545665 1445963 1606018 1608688 1682071 1682092 1766055 1784405 1794887 1797493 1941877 1944436 1432913 1952358 1892132 1955110 1663847 2020643 2020485 2036324 1905263 1488058 2191190 2198963 2214916 2225375 1758359 1661273 1619292 2248804 2256706,402.170002,4.788000
V0267,1,D001_4,4647362,1771,258,C000066,26.504000,5675761 5686264 5633801 5696714 5492078 5379238 5342516 5318994 5208645 5235054 5151007 5174707 5077489 5279676 4956911 5387279 4914843 5313817 5555243 5054052 4946473 4941295 4851934 4846606 4943944 4825737 4765374 4749798 4744385 4741609 4697127 4694405 4676221 4670887 4649769 4647362 4933510 4962375 4613205 4581709 4502897 4484420 4474150 4458437 4434685 4416227 4398169 4366560 4377245 4846944 4308835 4308702 4287674 4736755 5001788 4243198 4062364 4046674 4860156 4017743 4006850 4896897 3993752 4547912 3954801 4125463 4177951 3923292 3857777 3839367 3807961 4330156 5106862 5028146 3813225 4419399 4878610 4566362 4765793 4067811 4605754 3842176 3487885,1095.710001,9.990000
V0267,2,D001_4,2692546,1026,322,C002082,25.744000,2414119 2398388 2484976 2603122 2655509 2658205 2666096 2692348 2700178 2555911 2781566 2521794 2506054 2464096 2771124 2597967 2862939 2343369 2508785 2939048 2506165 2283138 2768589 2474706 2595433 2994141 3009928 2598076 2587582 3038859 2692546 2474761 2647953 2448531 2839508 2516761 2340974 2668986 3051742 2532550 2178312 3096668 3112231 2120596 3114729 2989141 2073290 2309529 3130623 2661151 3175057 3188282 2432881 3201696 3206690 2220346 1973562 2716298 1923763 2540506 2915742 2703200 3039082 3380101 2865918 2561540 3380231 3427468 3345609 3346130 2238807 2076125 2944670 2039380 1958002 3157296,973.009998,10.018000
V0267,3,D001_4,1252689,477,1041,C002301,21.756000,341994 294770 683163 439213 714674 725160 730400 837972 767195 893144 900921 882688 754123 971784 974491 628187 1021673 583600 1048030 811913 1121425 906404 1142330 1168635 1187111 819836 1205399 1218465 1252689 1268395 1273559 1215741 1250185 1216091 371146 1418069 1444294 1475540 1462364 1483616 1515131 1478090 1538738 1145266 1541404 1546405 877626 1559703 1562448 1567298 1591158 1609465 1609565 1651378 1580832 1672488 1672349 1693609 1695935 1727650 1764262 1754028 1777365 1790495 1795817 1643833 1077054 1829833 1365700 1302727 1850771 701836 1712077 1163667 709720 1082346 1591407 767473 1900840 1198094,979.689998,10.018000
V0267,4,D001_4,2191765,835,725,C002798,20.332000,1448795 1383207 1545862 1377895 1417381 1280965 1443681 1698221 1624769 1186567 1630031 1742859 1666793 1456874 1299451 1244355 1456911 1616979 1249623 1199769 1186659 1745578 1596015 1236536 1756093 1577711 1236607 1850600 1270733 1467538 1813908 1918820 1929267 2068495 2105084 2115750 2120753 2154863 2191765 2254662 2304668 2323054 2273281 2454313 2462026 2477788 2561867 2050278 2039787 2024043 2226100 2598550 2606527 2627424 2601355 2632813 2289116 2669574 2459686 2504306 2716539 2727048 2727292 2750867 2659125 1906037 2824282 2834506 2260292 2850497 2853288 2840205 2165847 2894904 2894997 2900208 2937193 3008132 3112817,959.329997,10.014000
V0267,5,D001_4,1085155,413,1443,C002126,20.696000,179741 192805 331956 331955 447377 591684 413405 604958 638975 200891 699312 712412 675858 775505 848901 856765 862096 961727 974908 933009 1024643 1074638 1085155 793967 612912 400371 1114052 605059 720519 765138 1140148 967198 555231 1156141 518519 752066 1250553 539527 796694 221951 1337044 1373641 1397418 1240195 1229705 1431408 1436859 1374040 1494613 1518075 1523436 1525810 1531302 1544439 1557614 1557667 1575698 1575901 1607422 1612645 1625759 1654510 1699481 1746648 1746572 1824967,758.099999,10.019000
V0267,6,D001_4,326480,124,1104,C000978,27.840000,326480,22.430000,0.212000
V0267,7,D001_4,5280573,2012,1085,C000626,14.720000,6668691 6605727 6694974 6757967 6716015 6280369 6130786 6086220 5957638 5747640 5747561 5669157 5655655 5600874 5519336 5498397 5485063 5474833 5443171 5409207 5372711 5354313 5348683 5311904 5309673 5296223 5280527 5280573 5277938 5422069 5217670 5393192 5193900 5220002 5178304 5173212 5107352 5164867 5083550 5081110 5075860 5065534 5036634 4983981 5034144 4965967 4992209 4850364 4789798 4787169 4776899 4766038 4752909 4745503 4745369 4740247 4734960 4732221 4721708 4721974 4716426 4716522 4708351 4687373 4684749 4666581 4629738 4629627 4614017 4572052 5183212 4569744 4558970 4553718 4530380 4705617 4380565 4364556,1096.420001,9.884000
V0267,8,D001_4,1880654,716,1870,C000663,15.932000,1382315 1437392 1308823 1293094 1492539 1463602 1539694 1497705 1290394 1416334 1463560 1636802 1471404 1644573 1248347 1657689 1384790 1704990 1298193 1618317 1639297 1620929 1253565 1634029 1290275 1332247 1689108 1762579 1581508 1308604 1773211 1781073 1801992 1817768 1542111 1647067 1854642 1872844 1878143 1880654 1723150 1935763 1977883 1563081 2032850 1258696 2067119 2082860 2085478 2090576 2095934 2106388 2106505 2127213 2127471 2156202 2159002 2161615 1959247 1906761 2226987 2232199 2234966 1940852 2001192 2311025 2213732 1820122 2064152 2444676 2452514 2463108 2481536 2494606 2095609 2552423 2557608 2037860 2040481 2589004 2557404 2090310 2591743 1701897,1096.950001,9.872000
V0267,9,D001_4,3611495,1376,871,C001136,13.456000,3519206 3576981 3272679 3380278 3629587 3571905 3435466 3152109 3157361 3713623 3750347 3010358 3608712 3241354 3422421 3278108 3655947 3209899 3317488 3619267 3797725 3115490 3015690 3863293 3039406 3330688 2957877 3907971 3230987 3157523 3758422 3160150 3611495 3787309 3409463 3422583 3115578 3855542 3538043 3021118 3262535 3580054 3073628 3637790 3962942 3359652 3970765 3092015 4010209 4054779 3102537 4067948 3572245 3858277 4070831 4089204 4277896 4283243 4291104 3698244 4202052 4301685 4301609 4319836 3800594 3480477 4367220 3393888 4002656 4393218 4417262 3682558 2924229 4464129 4472262 3073800 3372939 3068563 4147028 3816431 3079106 2921706,1006.240002,10.016000
V0267,10,D001_4,3777288,1439,1352,C001978,3.794000,4702853 4550696 4529762 4637367 4521945 4970519 5088668 4034196 4301863 4223164 4367488 3737733 3816461 3430727 3375598 3323136 3630290 3795606 3480717 3777288 4493648 3478161 3719580 3942621 3336490 4359851 3299576 3562167 3255031 3247240 4533059 4417605 3761608 3202530 3163222 3139675 3186962 3777364 3105597 3105342 3785255 3541228 3446768 4399283 3037380 3100409 4540986 3019024 3003305 3738071 3402202 3231646 4005747 4207796 3378637 4060879 3105670 4013661 3675169 3239600 3688317 4150143 2984632 2984847 2979769 3389197 3795919 4622439 4373202 2961073 2955828 2953247 2922123 3612264 3255472,962.420003,10.017000
V0267,11,D001_4,5228925,1992,1917,C003751,13.430000,5837843 5751260 5871874 5617451 5609499 5578081 5564900 5646171 5407502 5837713 5685497 5732728 5336553 5305133 5291895 5869151 5278897 5538523 5231640 5228925 5632957 5604091 5186971 5184378 5779893 5703776 5367901 5310164 5651275 5488547 5624981 5116011 5089713 5265470 5682684 5698424 5197220 5045347 5042402 5031930 5278552 5501587 4992691 4990323 4963989 4948239 4948302 4929860 4921861 4900834 4856244 4837771 4798653 4711851 4709448 4682971 4683280 4667447 4845565 4635836 5656368 4853424 4596489 5370335 4523085 4515318 4512417 4483442 4475775 4473061 4468056 4468092 4462833 4436555 5223265,1029.960002,10.012000
V0267,12,D001_4,2465381,939,1445,C003128,10.220000,2058295 2058316 2205214 2194813 2263019 2205341 2179107 2268382 1984996 2517499 1958790 2596229 1911579 2635712 2640922 2643491 2648807 2719834 1972001 2722262 2706724 2748445 2751188 2617518 2076976 2596536 2318399 2496846 2730377 2759087 2457499 2462747 1930076 2780039 2465381 1927464 1872360 1937967 2832592 1699120 2743554 2869497 1751685 2887863 2132170 1772699 2216169 2347373 2796090 2565188 2137476 2609799 2531089 2111272 2764613 1972217 1843642 1972220 1770153 1859414 2790936 2712252 2935298 2675523 3014013 2756899 2767441 3208255 3200405 2733335 2725463 3294776 2756957 2903919 3116463 3297525 2720251 2636285 3439180 2846250 3504739,1096.320003,10.006000
V0267,13,D001_4,4294617,1636,1753,C003597,5.804000,5637802 5632522 5708726 5378107 5294017 5286199 5309936 5280992 5254835 5194416 5094687 5141835 5210055 5026368 4971430 4953051 4829666 4779894 4745635 4716788 4423133 4294617 4291893 4278933 4200122 4019112 4005895 3961260 4145241 3937943 3922035 3898549 3898561 3898318 3885188 3838038 3827510 4179365 3916968 4058676 3775037 3767240 3751620 3706764 3693623 3688375 4339453 3937995 3565232 3552036 3552074 4402475 3536384 3525721 3523287 3486524 4003654 4187335 3465392 4166349 3444385 4231970 4224104 4302829 3323845 3134935 3124485,908.290003,9.110000
