Customer_ID,Latitude,Longitude,City,Order_Weight,Order_Volume,Time_Window_Start,Time_Window_End,Service_Time,Priority_Level,Delivery_Type,Return_Flag,x_km,y_km,row,col,Customer_ID_idx,Territory_Depot
C000075,10.846661,106.611180,Ho Chi Minh City,5.350000,0.197000,08:00,11:00,10,2,Home,False,11658.762169,1199.315307,2107,340,32,D001_3
C000078,10.781184,106.634433,Ho Chi Minh City,3.810000,0.203000,09:00,18:00,10,1,Home,False,11661.305066,1192.075515,1383,595,33,D001_2
C000079,10.745628,106.652274,Ho Chi Minh City,23.580000,0.077000,13:00,16:00,6,2,Locker,False,11663.256118,1188.144088,990,790,34,D001_2
C000081,10.686276,106.690734,Ho Chi Minh City,19.350000,0.143000,17:00,21:00,7,1,Home,False,11667.462018,1181.581537,334,1210,35,D001_2
C000084,10.691345,106.808991,Ho Chi Minh City,12.600000,0.176000,09:00,16:00,7,2,Home,False,11680.394342,1182.142017,390,2503,36,D001_4
C000087,10.678693,106.744672,Ho Chi Minh City,3.810000,0.165000,17:00,20:00,13,2,Home,False,11673.360559,1180.743085,250,1800,37,D001_5
C000088,10.810022,106.766935,Ho Chi Minh City,2.640000,0.027000,15:00,18:00,11,2,Home,False,11675.795191,1195.264133,1702,2044,38,D001_1
C000089,10.874062,106.711468,Ho Chi Minh City,20.770000,0.204000,17:00,20:00,5,2,Office,False,11669.729443,1202.345035,2410,1437,39,D001_3
C000090,10.713010,106.778584,Ho Chi Minh City,0.780000,0.238000,08:00,16:00,8,2,Home,False,11677.069100,1184.537516,630,2171,40,D001_4
C000093,10.726056,106.751463,Ho Chi Minh City,16.940000,0.189000,15:00,21:00,9,2,Home,False,11674.103207,1185.980012,774,1874,41,D001_4
C000097,10.656635,106.597975,Ho Chi Minh City,17.700000,0.073000,10:00,16:00,15,2,Home,False,11657.318100,1178.304132,6,196,42,D001_2
C000098,10.762076,106.696226,Ho Chi Minh City,19.330000,0.135000,08:00,12:00,5,3,Home,False,11668.062611,1189.962743,1172,1270,43,D001_2
C000099,10.733799,106.639111,Ho Chi Minh City,12.620000,0.093000,08:00,12:00,14,2,Home,False,11661.816642,1186.836155,859,646,44,D001_2
C000100,10.838825,106.765606,Ho Chi Minh City,1.860000,0.172000,13:00,20:00,11,3,Home,False,11675.649854,1198.448880,2021,2029,45,D001_1
C000103,10.888297,106.691519,Ho Chi Minh City,6.510000,0.037000,09:00,16:00,7,2,Home,True,11667.547864,1203.918999,2568,1219,46,D001_3
C000104,10.666064,106.594347,Ho Chi Minh City,16.010000,0.134000,09:00,18:00,11,2,Home,False,11656.921350,1179.346696,110,156,47,D001_2
C000105,10.683391,106.718949,Ho Chi Minh City,14.240000,0.139000,10:00,18:00,11,2,Home,False,11670.547548,1181.262543,302,1519,48,D001_2
C000110,10.826928,106.596031,Ho Chi Minh City,23.990000,0.192000,15:00,20:00,5,1,Home,False,11657.105508,1197.133429,1889,175,49,D001_2
C000111,10.670777,106.808390,Ho Chi Minh City,23.580000,0.175000,09:00,12:00,6,2,Home,False,11680.328618,1179.867813,163,2497,50,D001_4
C000112,10.696267,106.638845,Ho Chi Minh City,20.990000,0.039000,08:00,16:00,4,2,Home,False,11661.787553,1182.686242,444,643,51,D001_2
C000113,10.792974,106.804935,Ho Chi Minh City,17.350000,0.224000,10:00,18:00,8,2,Home,False,11679.950787,1193.379135,1514,2459,52,D001_1
C000115,10.726305,106.729375,Ho Chi Minh City,15.640000,0.131000,09:00,16:00,5,2,Home,False,11671.687713,1186.007544,777,1633,53,D001_5
C000119,10.814467,106.750572,Ho Chi Minh City,23.040000,0.148000,09:00,18:00,8,1,Home,False,11674.005769,1195.755616,1751,1865,54,D001_1
C000122,10.866822,106.743669,Ho Chi Minh City,0.250000,0.026000,17:00,21:00,12,2,Home,False,11673.250873,1201.544509,2330,1789,55,D001_1
C000123,10.706487,106.766096,Ho Chi Minh City,20.550000,0.248000,10:00,16:00,4,2,Home,False,11675.703440,1183.816268,557,2034,56,D001_4
C000127,10.774005,106.661215,Ho Chi Minh City,14.280000,0.081000,15:00,18:00,15,2,Home,False,11664.233886,1191.281733,1304,887,57,D001_2
C000130,10.870894,106.633533,Ho Chi Minh City,18.400000,0.206000,10:00,16:00,4,3,Locker,False,11661.206644,1201.994750,2375,585,58,D001_3
C000132,10.728973,106.801994,Ho Chi Minh City,24.750000,0.239000,09:00,18:00,11,3,Home,True,11679.629165,1186.302545,806,2427,59,D001_4
C000136,10.708111,106.590749,Ho Chi Minh City,19.940000,0.154000,17:00,20:00,8,3,Locker,False,11656.527881,1183.995833,575,117,60,D001_2
C000137,10.829527,106.700020,Ho Chi Minh City,13.970000,0.122000,10:00,18:00,15,2,Home,False,11668.477515,1197.420800,1918,1312,61,D001_3
C000138,10.862034,106.749100,Ho Chi Minh City,0.280000,0.023000,15:00,18:00,4,1,Home,False,11673.844795,1201.015099,2277,1849,62,D001_1
C000141,10.667849,106.613478,Ho Chi Minh City,1.120000,0.120000,09:00,16:00,3,2,Office,False,11659.013474,1179.544064,130,365,63,D001_2
C000142,10.715645,106.798309,Ho Chi Minh City,4.370000,0.233000,09:00,12:00,8,3,Home,True,11679.226182,1184.828868,659,2387,64,D001_4
C000148,10.660362,106.728653,Ho Chi Minh City,4.750000,0.134000,17:00,21:00,8,2,Home,False,11671.608756,1178.716226,47,1625,65,D001_2
C000151,10.692398,106.615603,Ho Chi Minh City,12.790000,0.020000,17:00,20:00,10,2,Home,False,11659.245859,1182.258447,402,389,66,D001_2
C000153,10.790407,106.754656,Ho Chi Minh City,23.430000,0.240000,13:00,18:00,15,1,Home,False,11674.452387,1193.095302,1485,1909,67,D001_1
C000154,10.780258,106.815073,Ho Chi Minh City,18.340000,0.195000,10:00,16:00,7,2,Home,False,11681.059456,1191.973127,1373,2570,68,D001_4
C000156,10.880477,106.596916,Ho Chi Minh City,23.870000,0.178000,17:00,21:00,12,3,Home,True,11657.202290,1203.054342,2481,184,69,D001_3
C000160,10.839521,106.796499,Ho Chi Minh City,6.200000,0.235000,13:00,20:00,15,2,Home,False,11679.028244,1198.525837,2028,2367,70,D001_1
C000161,10.840223,106.584825,Ho Chi Minh City,21.350000,0.230000,17:00,20:00,9,3,Home,False,11655.880045,1198.603457,2036,52,71,D001_3
C000164,10.682348,106.720562,Ho Chi Minh City,9.540000,0.028000,15:00,18:00,10,3,Home,False,11670.723942,1181.147218,291,1536,72,D001_2
C000167,10.690913,106.819892,Ho Chi Minh City,6.320000,0.166000,15:00,21:00,13,2,Home,False,11681.586451,1182.094250,385,2623,73,D001_4
C000172,10.839080,106.664891,Ho Chi Minh City,13.750000,0.145000,13:00,18:00,13,2,Home,False,11664.635885,1198.477076,2024,928,74,D001_3
C000176,10.853135,106.707404,Ho Chi Minh City,18.760000,0.241000,09:00,18:00,12,2,Office,False,11669.285013,1200.031137,2179,1393,75,D001_3
C000177,10.859395,106.800434,Ho Chi Minh City,18.620000,0.131000,09:00,12:00,14,2,Home,False,11679.458567,1200.723305,2248,2410,76,D001_1
C000178,10.836486,106.790167,Ho Chi Minh City,2.970000,0.198000,17:00,20:00,12,3,Home,False,11678.335791,1198.190257,1995,2298,77,D001_1
C000179,10.728071,106.726927,Ho Chi Minh City,12.430000,0.043000,10:00,16:00,10,2,Home,False,11671.420005,1186.202810,796,1606,78,D001_5
C000180,10.764056,106.751861,Ho Chi Minh City,13.430000,0.109000,10:00,16:00,12,2,Home,False,11674.146732,1190.181672,1194,1879,79,D001_4
C000182,10.742062,106.710089,Ho Chi Minh City,17.860000,0.079000,13:00,18:00,12,3,Home,False,11669.578638,1187.749795,951,1422,80,D001_2
C000183,10.802400,106.798687,Ho Chi Minh City,5.800000,0.117000,17:00,21:00,14,3,Locker,False,11679.267519,1194.421368,1618,2391,81,D001_1
C000187,10.814786,106.638034,Ho Chi Minh City,7.690000,0.091000,10:00,16:00,14,2,Locker,False,11661.698863,1195.790888,1755,634,82,D001_3
C000191,10.762638,106.666282,Ho Chi Minh City,3.110000,0.044000,08:00,16:00,15,2,Home,True,11664.788002,1190.024884,1178,943,83,D001_2
C000193,10.666265,106.623805,Ho Chi Minh City,15.830000,0.211000,10:00,18:00,3,2,Home,False,11660.142811,1179.368921,113,478,84,D001_2
C000195,10.888319,106.769936,Ho Chi Minh City,5.350000,0.161000,17:00,20:00,9,3,Home,False,11676.123374,1203.921432,2568,2076,85,D001_1
C000197,10.678872,106.588035,Ho Chi Minh City,10.330000,0.233000,17:00,21:00,14,3,Home,False,11656.231084,1180.762877,252,87,86,D001_2
C000200,10.672844,106.627779,Ho Chi Minh City,7.380000,0.227000,08:00,12:00,11,2,Home,True,11660.577399,1180.096361,185,522,87,D001_2
C000202,10.721746,106.738939,Ho Chi Minh City,10.510000,0.128000,09:00,16:00,8,2,Home,False,11672.733610,1185.503455,726,1737,88,D001_5
C000207,10.703456,106.623118,Ho Chi Minh City,0.910000,0.019000,09:00,12:00,11,2,Locker,False,11660.067683,1183.481130,524,471,89,D001_2
C000210,10.731325,106.785839,Ho Chi Minh City,17.170000,0.204000,13:00,18:00,10,1,Home,False,11677.862490,1186.562605,832,2250,90,D001_4
C000213,10.709637,106.785512,Ho Chi Minh City,22.890000,0.153000,08:00,11:00,9,3,Home,False,11677.826730,1184.164563,592,2247,91,D001_4
C000215,10.792370,106.619665,Ho Chi Minh City,18.610000,0.242000,17:00,21:00,10,2,Home,True,11659.690070,1193.312351,1507,433,92,D001_2
C000217,10.759688,106.674070,Ho Chi Minh City,4.970000,0.023000,09:00,16:00,9,1,Home,False,11665.639680,1189.698702,1146,1028,93,D001_2
C000218,10.873519,106.598483,Ho Chi Minh City,2.110000,0.078000,17:00,20:00,5,2,Home,False,11657.373654,1202.284996,2404,201,94,D001_3
C000220,10.789555,106.795181,Ho Chi Minh City,23.310000,0.062000,09:00,18:00,15,2,Office,False,11678.884111,1193.001096,1476,2352,95,D001_4
C000221,10.855507,106.627893,Ho Chi Minh City,0.570000,0.100000,15:00,18:00,15,2,Locker,False,11660.589866,1200.293409,2205,523,96,D001_3
C000223,10.873589,106.752986,Ho Chi Minh City,18.490000,0.045000,13:00,18:00,15,1,Home,False,11674.269759,1202.292736,2405,1891,97,D001_1
C000226,10.709279,106.719663,Ho Chi Minh City,16.980000,0.140000,15:00,20:00,4,2,Locker,True,11670.625630,1184.124979,588,1527,98,D001_2
C000229,10.844915,106.795458,Ho Chi Minh City,15.110000,0.075000,10:00,18:00,7,3,Home,False,11678.914403,1199.122252,2088,2355,99,D001_1
C000230,10.883856,106.710359,Ho Chi Minh City,23.210000,0.200000,17:00,20:00,15,2,Locker,False,11669.608165,1203.427958,2519,1425,100,D001_3
C000231,10.838167,106.650797,Ho Chi Minh City,21.470000,0.116000,10:00,18:00,9,2,Home,False,11663.094597,1198.376125,2013,773,101,D001_3
C000232,10.826548,106.601373,Ho Chi Minh City,2.890000,0.235000,15:00,18:00,6,2,Home,False,11657.689698,1197.091412,1885,233,102,D001_3
C000233,10.857439,106.583526,Ho Chi Minh City,13.100000,0.237000,10:00,18:00,13,1,Home,True,11655.737989,1200.507030,2227,38,103,D001_3
C000236,10.668553,106.623391,Ho Chi Minh City,7.060000,0.160000,15:00,18:00,9,2,Home,False,11660.097537,1179.621905,138,474,104,D001_2
C000237,10.705787,106.680060,Ho Chi Minh City,5.530000,0.109000,08:00,11:00,3,2,Home,True,11666.294733,1183.738869,550,1094,105,D001_2
C000241,10.843088,106.777816,Ho Chi Minh City,9.130000,0.238000,09:00,18:00,10,2,Home,False,11676.985113,1198.920240,2068,2163,106,D001_1
C000244,10.713346,106.605719,Ho Chi Minh City,10.420000,0.241000,08:00,16:00,13,3,Home,False,11658.164967,1184.574667,633,281,107,D001_2
C000245,10.867581,106.658934,Ho Chi Minh City,23.060000,0.013000,15:00,18:00,5,1,Home,False,11663.984441,1201.628431,2339,862,108,D001_3
C000248,10.656844,106.771474,Ho Chi Minh City,22.310000,0.203000,17:00,21:00,7,2,Home,False,11676.291566,1178.327241,9,2093,109,D001_5
C000251,10.793982,106.767856,Ho Chi Minh City,9.780000,0.245000,17:00,20:00,10,3,Home,False,11675.895909,1193.490590,1525,2054,110,D001_1
C000252,10.703430,106.810606,Ho Chi Minh City,5.890000,0.184000,13:00,20:00,8,2,Home,False,11680.570954,1183.478255,524,2521,111,D001_4
C000254,10.893200,106.613166,Ho Chi Minh City,23.200000,0.145000,13:00,16:00,10,2,Home,False,11658.979354,1204.461124,2622,362,112,D001_3
C000255,10.754383,106.798570,Ho Chi Minh City,5.620000,0.126000,17:00,21:00,13,2,Home,False,11679.254724,1189.112128,1087,2390,113,D001_4
C000259,10.879243,106.784055,Ho Chi Minh City,18.130000,0.232000,13:00,18:00,6,3,Home,False,11677.667396,1202.917899,2468,2231,114,D001_1
C000260,10.685722,106.634142,Ho Chi Minh City,4.240000,0.043000,13:00,18:00,11,2,Home,False,11661.273243,1181.520282,328,591,115,D001_2
C000262,10.757118,106.757966,Ho Chi Minh City,14.450000,0.136000,09:00,18:00,3,2,Home,False,11674.814361,1189.414537,1117,1945,116,D001_4
C000264,10.693058,106.710072,Ho Chi Minh City,13.370000,0.161000,08:00,16:00,3,2,Home,True,11669.576779,1182.331423,409,1422,117,D001_2
C000265,10.865636,106.726027,Ho Chi Minh City,18.710000,0.138000,08:00,16:00,3,2,Office,False,11671.321583,1201.413373,2317,1596,118,D001_3
C000266,10.875624,106.674451,Ho Chi Minh City,4.480000,0.208000,10:00,18:00,14,2,Home,False,11665.681346,1202.517746,2428,1032,119,D001_3
C000267,10.872815,106.699646,Ho Chi Minh City,11.180000,0.139000,10:00,18:00,3,1,Home,False,11668.436615,1202.207155,2397,1308,120,D001_3
C000268,10.774442,106.639548,Ho Chi Minh City,12.240000,0.020000,10:00,18:00,11,2,Home,False,11661.864431,1191.330052,1309,650,121,D001_2
C000269,10.656311,106.815112,Ho Chi Minh City,19.310000,0.090000,08:00,11:00,10,2,Home,False,11681.063721,1178.268307,3,2570,122,D001_4
C000271,10.716795,106.751510,Ho Chi Minh City,11.900000,0.094000,09:00,18:00,14,1,Home,False,11674.108347,1184.956023,671,1875,123,D001_5
C000272,10.658790,106.687115,Ho Chi Minh City,15.620000,0.177000,15:00,18:00,14,2,Home,False,11667.066253,1178.542410,30,1171,124,D001_2
C000273,10.718124,106.756403,Ho Chi Minh City,16.210000,0.062000,09:00,16:00,8,2,Office,False,11674.643435,1185.102971,686,1928,125,D001_4
C000274,10.741702,106.584474,Ho Chi Minh City,3.360000,0.093000,13:00,18:00,4,3,Locker,False,11655.841661,1187.709990,947,48,126,D001_2
C000276,10.820736,106.725460,Ho Chi Minh City,13.100000,0.015000,08:00,11:00,7,2,Locker,False,11671.259577,1196.448780,1821,1590,127,D001_1
C000278,10.891110,106.673257,Ho Chi Minh City,19.290000,0.160000,09:00,18:00,4,1,Home,False,11665.550773,1204.230033,2599,1019,128,D001_3
C000280,10.832539,106.780135,Ho Chi Minh City,18.410000,0.226000,08:00,11:00,9,2,Home,False,11677.238714,1197.753837,1951,2188,129,D001_1
C000282,10.751681,106.809529,Ho Chi Minh City,17.260000,0.139000,09:00,18:00,8,2,Locker,True,11680.453176,1188.813368,1057,2509,130,D001_4
C000283,10.865106,106.775896,Ho Chi Minh City,3.350000,0.162000,10:00,16:00,3,1,Home,False,11676.775146,1201.354770,2311,2142,131,D001_1
C000285,10.767386,106.717457,Ho Chi Minh City,16.670000,0.146000,10:00,16:00,3,3,Home,False,11670.384386,1190.549870,1231,1502,132,D001_5
C000291,10.830975,106.675549,Ho Chi Minh City,6.360000,0.201000,13:00,18:00,15,1,Home,False,11665.801421,1197.580906,1934,1044,133,D001_3
C000293,10.674578,106.769443,Ho Chi Minh City,0.710000,0.040000,10:00,18:00,5,1,Locker,False,11676.069460,1180.288089,205,2071,134,D001_5
C000295,10.677299,106.655833,Ho Chi Minh City,14.750000,0.126000,10:00,18:00,3,3,Home,False,11663.645323,1180.588950,235,829,135,D001_2
C000299,10.864999,106.663566,Ho Chi Minh City,12.040000,0.242000,09:00,12:00,8,1,Home,False,11664.490986,1201.342939,2310,913,136,D001_3
C000301,10.880049,106.612620,Ho Chi Minh City,17.900000,0.243000,09:00,16:00,8,2,Locker,True,11658.919645,1203.007018,2477,356,137,D001_3
C000303,10.667839,106.788849,Ho Chi Minh City,1.060000,0.249000,15:00,21:00,9,2,Home,False,11678.191657,1179.542958,130,2283,138,D001_4
C000304,10.765487,106.581656,Ho Chi Minh City,18.750000,0.040000,10:00,16:00,14,3,Home,False,11655.533490,1190.339898,1210,17,139,D001_2
C000305,10.662996,106.765617,Ho Chi Minh City,11.030000,0.165000,10:00,16:00,11,2,Home,False,11675.651057,1179.007468,77,2029,140,D001_5
C000307,10.657013,106.737696,Ho Chi Minh City,11.150000,0.026000,13:00,20:00,13,2,Home,False,11672.597679,1178.345927,10,1724,141,D001_2
C000310,10.893804,106.718714,Ho Chi Minh City,19.270000,0.056000,08:00,11:00,9,2,Home,False,11670.521849,1204.527908,2629,1516,142,D001_3
C000313,10.810282,106.749667,Ho Chi Minh City,14.850000,0.071000,17:00,21:00,11,2,Home,False,11673.906801,1195.292881,1705,1855,143,D001_1
C000314,10.709315,106.609852,Ho Chi Minh City,24.630000,0.020000,10:00,16:00,7,1,Home,True,11658.616942,1184.128960,589,326,144,D001_2
C000321,10.890408,106.629643,Ho Chi Minh City,20.010000,0.209000,09:00,12:00,6,2,Locker,False,11660.781242,1204.152413,2591,542,145,D001_3
C000324,10.842948,106.775794,Ho Chi Minh City,12.650000,0.100000,17:00,20:00,4,2,Home,False,11676.763991,1198.904760,2066,2140,146,D001_1
C000325,10.692145,106.676419,Ho Chi Minh City,20.030000,0.227000,17:00,20:00,3,3,Office,False,11665.896562,1182.230473,399,1054,147,D001_2
C000326,10.672056,106.588425,Ho Chi Minh City,21.160000,0.215000,15:00,18:00,12,1,Home,False,11656.273733,1180.009232,177,91,148,D001_2
C000327,10.878583,106.795274,Ho Chi Minh City,22.660000,0.187000,09:00,16:00,3,1,Home,False,11678.894281,1202.844922,2460,2353,149,D001_1
C000329,10.867940,106.794267,Ho Chi Minh City,22.120000,0.134000,09:00,12:00,13,2,Home,False,11678.784158,1201.668126,2343,2342,150,D001_1
C000335,10.786920,106.652914,Ho Chi Minh City,18.430000,0.054000,15:00,18:00,14,2,Home,True,11663.326107,1192.709744,1447,797,151,D001_2
C000336,10.688149,106.716192,Ho Chi Minh City,1.610000,0.064000,17:00,21:00,15,2,Home,False,11670.246049,1181.788635,355,1489,152,D001_2
C000337,10.716875,106.665465,Ho Chi Minh City,15.310000,0.007000,09:00,18:00,15,2,Home,False,11664.698657,1184.964869,672,934,153,D001_2
C000339,10.884348,106.580079,Ho Chi Minh City,5.420000,0.119000,08:00,16:00,13,1,Home,False,11655.361033,1203.482358,2524,0,154,D001_3
C000340,10.717406,106.763064,Ho Chi Minh City,5.720000,0.018000,08:00,11:00,8,2,Home,False,11675.371867,1185.023581,678,2001,155,D001_4
C000343,10.892101,106.584384,Ho Chi Minh City,12.880000,0.095000,10:00,16:00,12,2,Locker,False,11655.831818,1204.339608,2610,47,156,D001_3
C000345,10.804549,106.588647,Ho Chi Minh City,3.810000,0.099000,13:00,16:00,5,3,Home,False,11656.298011,1194.658983,1642,94,157,D001_2
C000346,10.680589,106.799305,Ho Chi Minh City,15.130000,0.099000,13:00,18:00,6,2,Home,False,11679.335102,1180.952726,271,2398,158,D001_4
C000347,10.685516,106.702656,Ho Chi Minh City,16.270000,0.067000,13:00,20:00,9,3,Home,False,11668.765782,1181.497504,326,1341,159,D001_2
C000348,10.818387,106.741968,Ho Chi Minh City,5.600000,0.215000,09:00,16:00,6,1,Home,False,11673.064855,1196.189051,1795,1771,160,D001_1
C000353,10.748086,106.614613,Ho Chi Minh City,2.660000,0.215000,13:00,18:00,10,2,Home,False,11659.137595,1188.415869,1017,378,161,D001_2
C000354,10.786823,106.699083,Ho Chi Minh City,12.380000,0.106000,10:00,18:00,3,1,Home,False,11668.375047,1192.699019,1446,1302,162,D001_3
C000355,10.833599,106.588796,Ho Chi Minh City,2.810000,0.033000,17:00,21:00,5,2,Home,False,11656.314305,1197.871041,1963,95,163,D001_3
C000356,10.771687,106.787566,Ho Chi Minh City,19.210000,0.043000,10:00,18:00,5,2,Home,False,11678.051351,1191.025432,1278,2269,164,D001_4
C000357,10.738781,106.584831,Ho Chi Minh City,20.490000,0.189000,08:00,16:00,7,2,Home,False,11655.880701,1187.387015,914,52,165,D001_2
C000358,10.887555,106.689676,Ho Chi Minh City,8.270000,0.126000,13:00,20:00,4,2,Home,False,11667.346318,1203.836956,2559,1199,166,D001_3
C000360,10.777690,106.816932,Ho Chi Minh City,3.040000,0.244000,09:00,16:00,5,1,Home,False,11681.262752,1191.689183,1345,2590,167,D001_4
C000362,10.779377,106.622963,Ho Chi Minh City,21.080000,0.074000,15:00,21:00,4,2,Locker,False,11660.050732,1191.875715,1363,469,168,D001_2
C000364,10.785890,106.744659,Ho Chi Minh City,21.810000,0.228000,10:00,18:00,13,2,Home,False,11673.359137,1192.595857,1435,1800,169,D001_4
C000365,10.744307,106.627214,Ho Chi Minh City,4.920000,0.018000,08:00,16:00,8,1,Home,False,11660.515612,1187.998025,976,516,170,D001_2
C000368,10.727644,106.629576,Ho Chi Minh City,24.570000,0.035000,17:00,21:00,4,3,Locker,False,11660.773915,1186.155597,791,541,171,D001_2
C000373,10.753760,106.805155,Ho Chi Minh City,12.250000,0.160000,15:00,20:00,14,2,Locker,False,11679.974845,1189.043243,1080,2462,172,D001_4
C000376,10.698663,106.637899,Ho Chi Minh City,2.310000,0.220000,17:00,21:00,12,2,Home,False,11661.684100,1182.951168,471,632,173,D001_2
C000380,10.717565,106.587840,Ho Chi Minh City,19.820000,0.236000,10:00,16:00,7,3,Home,False,11656.209759,1185.041162,680,85,174,D001_2
C000381,10.810087,106.794516,Ho Chi Minh City,5.640000,0.065000,09:00,12:00,15,2,Home,False,11678.811388,1195.271320,1703,2345,175,D001_1
C000386,10.796224,106.648487,Ho Chi Minh City,21.290000,0.117000,13:00,16:00,11,3,Home,False,11662.841980,1193.738488,1550,748,176,D001_2
C000390,10.751474,106.729534,Ho Chi Minh City,0.210000,0.071000,13:00,16:00,4,2,Home,False,11671.705100,1188.790480,1055,1635,177,D001_5
C000391,10.767455,106.776013,Ho Chi Minh City,10.820000,0.024000,08:00,12:00,14,2,Home,False,11676.787941,1190.557499,1232,2143,178,D001_4
C000392,10.710891,106.695553,Ho Chi Minh City,8.920000,0.095000,10:00,18:00,4,3,Home,False,11667.989014,1184.303218,606,1263,179,D001_2
